Personal or Business,Business Number,Vehicle Type,Standard or Express,Platform,Cancel Reason,Cancelled by,Placement Day,Placement Time,Confirmation Day,Confirmation Time,Cancellation Day,Cancellation Time,Distance (KM),Pickup Lat,Pickup Long,scheduled
Business,48052,Bike,Express,desktop,I placed the wrong locations.,Customer,5,10:40:35,,,5,13:37:06,15,-1.3049441,36.7514804,OnDemAND
Business,29236,Bike,Express,desktop,My order is not ready.,Customer,5,16:19:09,,,5,16:22:06,5,-1.3025062,36.8252410,OnDemAND
Personal,,Bike,Express,android,The driver is too far away.,Customer,5,13:29:26,5,14:49:14,5,14:58:29,11,-1.2836651,36.8233530,OnDemAND
Personal,,Bike,Standard,desktop,No Partner,Staff,5,11:17:00,,,5,11:17:57,18,-1.2840247,36.7917598,OnDemAND
Business,20680,Bike,Express,desktop,No driver has been allocated to my request.,Customer,5,12:34:17,5,14:40:26,5,14:51:44,16,-1.2152460,36.7919976,OnDemAND
Personal,,Bike,Express,ios,No driver has been allocated to my request.,Customer,5,13:17:51,,,5,13:26:17,4,-1.2864539,36.8292322,OnDemAND
Business,40300,Bike,Express,desktop,My order is not ready.,Customer,5,12:57:11,,,5,13:33:28,4,-1.2638370,36.8003490,OnDemAND
Business,24436,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,5,12:44:09,,,5,12:56:33,24,-1.3203189,36.8475551,OnDemAND
Business,22996,Bike,Express,desktop,Customer error,Staff,5,16:14:53,5,16:47:51,5,17:00:39,6,-1.2620689,36.7728952,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,5,8:17:23,5,8:29:11,5,8:39:52,9,-1.2676120,36.7878506,OnDemAND
Personal,,Bike,Express,android,My order is not ready.,Customer,5,20:22:35,,,5,20:22:53,13,-1.2866995,36.8534559,OnDemAND
Personal,,Bike,Express,android,No driver has been allocated to my request.,Customer,5,15:24:56,,,5,15:29:24,19,-1.3010770,36.8885070,OnDemAND
Personal,,Bike,Express,android,My order is not ready.,Customer,5,15:13:09,5,15:32:48,5,15:59:24,7,-1.2750736,36.8436646,OnDemAND
Business,10420,Bike,Express,desktop,No driver has been allocated to my request.,Customer,5,15:13:01,,,5,15:48:06,7,-1.2789530,36.8223374,OnDemAND
Personal,,Bike,Express,android,No driver has been allocated to my request.,Customer,5,15:02:37,,,5,15:44:31,4,-1.2804013,36.8160787,OnDemAND
Business,27148,Bike,Standard,android,No driver has been allocated to my request.,Customer,5,12:36:03,5,19:05:22,5,19:20:53,25,-1.3259263,36.7126818,Scheduled
Business,43996,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,5,16:46:08,,,5,17:03:42,3,-1.2609179,36.8008713,OnDemAND
Personal,,Bike,Standard,android,Customer error,Staff,5,15:27:12,5,16:24:27,5,18:19:59,6,-1.2637588,36.8041252,OnDemAND
Business,39448,Bike,Express,android,My order is not ready.,Customer,5,18:32:46,,,5,18:32:58,15,-1.2592666,36.8043369,OnDemAND
Personal,,Bike,Standard,desktop,No Partner,Staff,5,11:18:36,,,5,11:18:50,18,-1.2865247,36.7909598,OnDemAND
Business,17968,Bike,Express,desktop,I placed the wrong locations.,Customer,5,7:49:05,5,7:50:26,5,9:33:29,9,-1.3066210,36.8323950,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,5,9:49:39,5,9:49:46,5,9:49:52,31,-1.2996000,36.8336770,OnDemAND
Personal,,Bike,Express,android,No driver has been allocated to my request.,Customer,5,8:02:56,,,5,8:03:10,8,-1.2977315,36.8161661,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,5,8:39:50,,,5,8:40:56,14,-1.2055542,36.8797987,OnDemAND
Personal,,Bike,Standard,ios,The driver is too far away.,Customer,5,9:28:01,5,9:29:37,5,10:00:04,9,-1.2522301,36.8077983,OnDemAND
Business,40300,Bike,Express,desktop,No Partner,Staff,5,11:54:46,5,13:42:17,2,14:54:21,9,-1.2502926,36.8078685,OnDemAND
Business,20680,Bike,Express,desktop,My order is not ready.,Customer,5,9:21:34,5,9:22:01,5,9:45:45,3,-1.2654605,36.7992777,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,5,7:02:11,,,5,7:13:51,8,-1.3033315,36.8085661,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,5,8:58:47,,,5,9:10:27,15,-1.2935912,36.7896012,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,5,7:30:03,,,5,7:44:33,8,-1.2997315,36.8102661,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,5,7:00:06,,,5,7:22:48,8,-1.2745551,36.7894797,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,5,7:14:38,,,5,7:20:02,8,-1.2980315,36.8089661,OnDemAND
Business,20680,Bike,Express,desktop,My order is not ready.,Customer,5,12:12:35,5,12:13:36,5,12:22:07,1,-1.2848800,36.8155312,OnDemAND
Business,17968,Bike,Standard,desktop,My order is not ready.,Customer,5,11:05:59,,,5,11:14:16,14,-1.2230800,36.8067238,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,5,12:11:39,,,5,12:12:10,13,-1.3020846,36.8017917,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,5,7:45:09,,,5,8:11:50,8,-1.2961315,36.8085661,OnDemAND
Business,29236,Bike,Express,desktop,My order is not ready.,Customer,5,11:26:09,5,11:26:28,5,11:26:42,4,-1.3236003,36.8354435,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,5,10:32:13,,,5,10:32:54,3,-1.2748155,36.8193800,OnDemAND
Business,29236,Bike,Express,desktop,My order is not ready.,Customer,5,10:14:25,5,10:14:50,5,10:16:03,8,-1.2985062,36.8254410,OnDemAND
Personal,,Bike,Standard,ios,I placed the wrong locations.,Customer,5,10:14:11,,,5,10:14:20,9,-1.2516301,36.8008983,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,5,9:17:04,,,5,9:21:48,6,-1.2928639,36.7774798,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,5,10:14:57,,,5,10:54:02,12,-1.3376066,36.7609638,OnDemAND
Business,29236,Bike,Express,desktop,My order is not ready.,Customer,5,8:15:01,,,5,8:15:26,8,-1.3076062,36.8228410,OnDemAND
Business,50536,Bike,Standard,ios,I placed the wrong locations.,Customer,5,9:19:18,,,5,9:19:51,16,-1.3538811,36.8994060,OnDemAND
Business,31348,Bike,Express,desktop,No driver has been allocated to my request.,Customer,5,10:39:44,,,5,14:15:01,4,-1.2744708,36.8319093,OnDemAND
Business,26368,Bike,Standard,desktop,I placed the wrong locations.,Customer,5,12:35:09,,,5,12:50:33,4,-1.2959684,36.8101093,OnDemAND
Personal,,Bike,Standard,desktop,My order is not ready.,Customer,5,10:28:45,,,5,10:31:20,8,-1.2698720,36.8026960,OnDemAND
Business,17968,Bike,Standard,desktop,No Partner,Staff,5,11:16:49,5,11:29:31,5,12:29:07,15,-1.2131971,36.8042139,OnDemAND
Business,29236,Bike,Express,desktop,My order is not ready.,Customer,5,9:54:07,,,5,9:54:20,5,-1.2996062,36.8292410,OnDemAND
Business,40300,Bike,Express,desktop,My order is not ready.,Customer,5,10:42:29,,,5,10:45:42,7,-1.3043430,36.8287090,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,5,7:55:49,,,5,8:11:31,8,-1.2959315,36.8147661,OnDemAND
Personal,,Bike,Standard,ios,The driver is too far away.,Customer,5,10:06:00,5,10:42:59,5,10:45:34,6,-1.2113068,36.7918421,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,5,8:04:33,,,5,8:11:42,8,-1.2950315,36.8130661,OnDemAND
Business,20680,Bike,Express,desktop,No driver has been allocated to my request.,Customer,5,9:16:08,5,9:16:22,5,9:18:35,9,-1.2822012,36.8338962,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,5,9:51:00,5,10:42:58,5,10:57:19,15,-1.2110267,36.7879173,OnDemAND
Personal,,Bike,Express,android,No driver has been allocated to my request.,Customer,5,11:51:22,5,15:14:16,5,15:22:21,17,-1.3215979,36.7038845,Scheduled
Personal,,Bike,Express,android,My order is not ready.,Customer,5,12:12:53,,,5,12:13:56,13,-1.2993846,36.8018917,OnDemAND
Business,22996,Bike,Standard,desktop,I placed the wrong locations.,Customer,5,9:48:23,,,5,9:53:20,0,-1.2977097,36.7784221,OnDemAND
Personal,,Bike,Express,android,No driver has been allocated to my request.,Customer,5,15:22:48,,,5,15:23:11,5,-1.2888753,36.8179721,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,5,15:32:45,,,5,15:37:38,30,-1.2796974,36.9674677,OnDemAND
Personal,,Bike,Standard,android,I placed the wrong locations.,Customer,5,23:20:32,,,5,23:20:48,6,-1.2737351,36.7831890,OnDemAND
Business,20680,Bike,Express,desktop,I placed the wrong locations.,Customer,5,15:49:43,,,5,15:56:39,15,-1.2557895,36.7908034,OnDemAND
Business,59536,Bike,Standard,API,No Partner,Staff,5,13:19:13,,,5,13:24:00,2,-1.2994110,36.7898295,OnDemAND
Business,20680,Bike,Standard,desktop,I placed the wrong locations.,Customer,5,16:40:05,,,5,16:40:27,8,-1.2567472,36.7972633,OnDemAND
Business,40300,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,5,14:32:57,,,5,14:52:46,14,-1.2736150,36.8142150,OnDemAND
Business,20680,Bike,Express,desktop,My order is not ready.,Customer,5,13:52:04,5,13:52:39,5,14:04:05,12,-1.2818940,36.8306710,OnDemAND
Personal,,Bike,Standard,android,No Partner,Staff,5,13:17:36,5,13:31:02,5,15:47:21,9,-1.3019456,36.7940726,OnDemAND
Business,17968,Bike,Standard,desktop,No Partner,Staff,5,14:14:43,5,14:29:36,5,17:43:38,2,-1.3084210,36.8365950,OnDemAND
Personal,,Bike,Standard,android,No Partner,Staff,5,13:49:30,5,14:00:15,5,14:43:46,6,-1.2650318,36.8158324,OnDemAND
Personal,,Bike,Express,android,The driver is too far away.,Customer,5,16:38:47,5,16:41:28,5,17:09:06,5,-1.2811720,36.8348993,OnDemAND
Personal,,Bike,Express,ios,The driver is too far away.,Customer,5,17:58:14,,,5,17:59:46,19,-1.1751669,36.7544147,OnDemAND
Business,40300,Bike,Express,desktop,No driver has been allocated to my request.,Customer,5,15:10:57,5,15:24:15,5,17:37:22,13,-1.3261190,36.8528760,OnDemAND
Personal,,Bike,Express,android,No driver has been allocated to my request.,Customer,5,19:08:08,5,19:09:17,5,19:10:39,19,-1.2865510,36.8196641,OnDemAND
Business,22504,Bike,Standard,desktop,I placed the wrong locations.,Customer,5,13:34:28,,,5,13:35:27,8,-1.2309740,36.8133890,OnDemAND
Personal,,Bike,Express,android,No driver has been allocated to my request.,Customer,5,23:55:16,,,5,23:58:18,25,-1.3207228,36.8446545,OnDemAND
Business,18028,Bike,Express,ios,My order is not ready.,Customer,5,13:02:21,,,5,13:02:30,2,-1.2922830,36.7787840,OnDemAND
Business,40300,Bike,Standard,desktop,I placed the wrong locations.,Customer,5,16:04:20,,,5,16:05:55,17,-1.2563926,36.8092685,OnDemAND
Business,17968,Bike,Standard,desktop,I placed the wrong locations.,Customer,5,14:10:47,,,5,14:12:24,7,-1.3081210,36.8327950,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,5,13:12:25,,,5,13:12:31,6,-1.2941147,36.7860259,OnDemAND
Business,20680,Bike,Express,desktop,No driver has been allocated to my request.,Customer,5,14:01:09,,,5,14:20:56,11,-1.2282403,36.8832756,OnDemAND
Personal,,Bike,Standard,ios,No driver has been allocated to my request.,Customer,5,15:25:23,,,5,15:26:23,2,-1.3167480,36.8295990,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,5,19:35:27,5,19:36:57,5,19:38:32,7,-1.2944840,36.7670720,OnDemAND
Personal,,Bike,Express,android,My order is not ready.,Customer,5,21:13:23,5,21:16:23,5,21:17:02,47,-1.2622367,36.7825482,OnDemAND
Personal,,Bike,Express,android,The driver is too far away.,Customer,5,14:14:03,5,14:17:03,5,14:20:03,10,-1.3063049,36.8398301,OnDemAND
Business,10420,Bike,Express,desktop,No driver has been allocated to my request.,Customer,5,15:15:32,5,16:10:05,5,16:24:44,7,-1.3035350,36.7836054,OnDemAND
Business,17968,Bike,Standard,desktop,I placed the wrong locations.,Customer,5,14:05:09,,,5,14:05:34,21,-1.2846613,36.9656840,OnDemAND
Personal,,Bike,Express,android,The driver is too far away.,Customer,5,15:24:42,5,15:24:55,5,15:25:27,17,-1.2093728,36.8742319,OnDemAND
Personal,,Bike,Standard,android,I placed the wrong locations.,Customer,5,13:53:24,,,5,13:59:56,3,-1.3248197,36.8529724,OnDemAND
Business,59536,Bike,Standard,API,Customer error,Staff,5,12:44:58,5,13:00:50,5,13:05:47,2,-1.2957950,36.7867472,OnDemAND
Business,14992,Bike,Express,android,My order is not ready.,Customer,5,18:13:33,5,18:13:50,5,18:15:45,12,-1.3466583,36.7546528,OnDemAND
Business,29236,Bike,Express,desktop,I placed the wrong locations.,Customer,5,12:57:17,5,12:57:32,5,13:03:01,14,-1.3227113,36.8374563,OnDemAND
Business,31204,Bike,Standard,API,No Partner,Staff,5,14:02:02,1,8:48:50,1,10:35:20,7,-1.2717249,36.7908528,Scheduled
Business,40300,Bike,Express,android,I placed the wrong locations.,Customer,5,14:10:01,5,14:10:56,5,14:31:17,11,-1.2643370,36.8020490,OnDemAND
Business,40300,Bike,Express,android,I placed the wrong locations.,Customer,5,14:31:48,5,14:39:30,5,14:44:37,12,-1.2601370,36.8026490,OnDemAND
Personal,,Bike,Express,android,No Partner,Staff,5,16:22:31,5,16:38:22,5,17:11:41,5,-1.2738640,36.7962233,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,5,13:32:21,,,5,13:39:23,7,-1.3156877,36.8520987,OnDemAND
Personal,,Bike,Express,android,No driver has been allocated to my request.,Customer,5,20:40:36,,,5,20:42:12,15,-1.3975468,36.9396066,OnDemAND
Business,14992,Bike,Express,android,The driver is too far away.,Customer,5,18:12:24,,,5,18:16:19,12,-1.3267903,36.7136885,OnDemAND
Business,17968,Bike,Standard,desktop,I placed the wrong locations.,Customer,5,14:01:04,,,5,14:01:22,21,-1.2849613,36.9624840,OnDemAND
Business,20680,Bike,Express,desktop,No driver has been allocated to my request.,Customer,5,14:23:23,,,5,15:17:38,11,-1.2302403,36.8760756,OnDemAND
Personal,,Bike,Express,android,No Partner,Staff,5,17:27:51,5,18:00:27,5,18:37:59,10,-1.3036495,36.8210915,OnDemAND
Business,29236,Bike,Express,desktop,I placed the wrong locations.,Customer,5,13:47:18,5,13:51:17,5,14:08:46,17,-1.3191113,36.8379563,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,5,15:41:05,,,5,16:05:54,4,-1.2593787,36.8186047,OnDemAND
Personal,,Bike,Standard,android,No Partner,Staff,5,13:45:48,5,14:00:15,5,14:43:39,6,-1.2543318,36.8151324,OnDemAND
Business,20680,Bike,Express,desktop,My order is not ready.,Customer,5,15:57:37,,,5,16:00:42,7,-1.2561895,36.7878034,OnDemAND
Personal,,Bike,Standard,desktop,I placed the wrong locations.,Customer,5,12:45:54,5,13:00:50,5,13:29:07,10,-1.2226709,36.8287011,OnDemAND
Personal,,Bike,Standard,android,The driver is too far away.,Customer,5,18:33:24,,,5,18:34:08,10,-1.2983627,36.8162388,OnDemAND
Business,31348,Bike,Express,desktop,No driver has been allocated to my request.,Customer,5,16:17:09,,,5,16:23:06,4,-1.3187003,36.8390435,OnDemAND
Business,55552,Bike,Standard,desktop,My order is not ready.,Customer,5,15:50:45,5,16:17:16,5,16:25:09,9,-1.3046162,36.7759041,OnDemAND
Business,22996,Bike,Express,desktop,I placed the wrong locations.,Customer,5,9:01:28,5,9:02:46,5,9:05:36,101,-1.3028097,36.7751221,OnDemAND
Business,29236,Bike,Express,desktop,I placed the wrong locations.,Customer,5,14:19:12,5,14:20:03,5,14:22:45,21,-1.3007062,36.8240410,OnDemAND
Personal,,Bike,Express,android,The driver is too far away.,Customer,5,10:56:08,5,10:58:59,5,13:35:21,7,-1.2514976,36.7968935,OnDemAND
Business,44524,Bike,Express,desktop,My order is not ready.,Customer,5,11:47:01,5,11:51:04,5,12:29:35,13,-1.2577185,36.7921057,OnDemAND
Personal,,Bike,Standard,ios,No driver has been allocated to my request.,Customer,5,15:22:23,,,5,15:22:48,1,-1.2653046,36.8156713,OnDemAND
Personal,,Bike,Express,desktop,My order is not ready.,Customer,5,15:01:15,5,15:02:04,5,15:03:12,12,-1.3021097,36.7717221,OnDemAND
Business,22996,Bike,Standard,android,My order is not ready.,Customer,5,11:06:49,,,5,11:07:10,5,-1.2940832,36.7923683,OnDemAND
Business,17968,Bike,Express,desktop,No Partner,Staff,5,15:08:30,5,15:24:56,5,16:33:56,10,-1.3066376,36.8351772,OnDemAND
Personal,,Bike,Standard,android,I placed the wrong locations.,Customer,5,15:18:26,,,5,15:23:06,26,-1.3809585,36.9415131,OnDemAND
Business,29236,Bike,Express,desktop,I placed the wrong locations.,Customer,5,14:31:27,5,14:31:59,5,14:32:13,21,-1.3063062,36.8280410,OnDemAND
Personal,,Bike,Express,android,No driver has been allocated to my request.,Customer,5,12:11:58,,,5,12:12:26,12,-1.2912749,36.8113000,OnDemAND
Personal,,Bike,Standard,android,I placed the wrong locations.,Customer,5,13:12:35,,,5,13:13:13,10,-1.2846580,36.8404030,OnDemAND
Business,32536,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,5,11:37:43,5,11:45:28,5,15:08:46,16,-1.3067506,36.8674235,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,5,16:49:44,,,5,16:59:04,14,-1.3301602,36.8427692,OnDemAND
Business,44464,Bike,Express,desktop,No driver has been allocated to my request.,Customer,5,11:11:10,,,5,11:13:18,24,-1.3340347,36.8606362,OnDemAND
Business,20680,Bike,Express,ios,My order is not ready.,Customer,5,11:46:57,5,11:48:33,5,11:48:37,23,-1.3047826,36.7615807,OnDemAND
Business,39448,Bike,Express,android,I placed the wrong locations.,Customer,5,15:21:27,,,5,15:21:50,15,-1.2605666,36.8084369,OnDemAND
Business,39448,Bike,Express,android,I placed the wrong locations.,Customer,5,15:24:58,,,5,15:25:39,15,-1.2656666,36.8083369,OnDemAND
Business,39448,Bike,Express,android,I placed the wrong locations.,Customer,5,15:23:35,,,5,15:24:18,15,-1.2580666,36.7993369,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,5,15:38:56,,,5,15:40:31,14,-1.3406959,36.8981705,OnDemAND
Business,44524,Bike,Express,desktop,My order is not ready.,Customer,5,11:44:29,5,11:46:09,5,11:46:16,13,-1.2579219,36.7917073,OnDemAND
Business,29236,Bike,Express,desktop,I placed the wrong locations.,Customer,5,16:43:57,,,5,16:47:18,26,-1.3074062,36.8234410,OnDemAND
Business,29068,Bike,Standard,API,No Partner,Staff,5,15:20:59,5,17:11:05,5,20:33:11,11,-1.2872890,36.8296900,OnDemAND
Business,23656,Bike,Express,desktop,I placed the wrong locations.,Customer,5,15:10:10,5,15:13:08,5,15:13:26,13,-1.2578732,36.8066796,OnDemAND
Personal,,Bike,Express,android,My order is not ready.,Customer,5,16:05:53,5,16:09:44,5,16:28:18,17,-1.2773570,36.8177340,OnDemAND
Personal,,Bike,Standard,android,I placed the wrong locations.,Customer,5,10:56:33,,,5,11:09:11,21,-1.2411470,36.8694490,OnDemAND
Business,20680,Bike,Standard,ios,My order is not ready.,Customer,5,11:49:18,,,5,11:52:48,23,-1.3003826,36.7628807,OnDemAND
Business,60292,Bike,Standard,desktop,No Partner,Staff,5,13:21:00,5,14:14:51,5,14:52:57,5,-1.2852890,36.8325900,OnDemAND
Business,32536,Bike,Express,desktop,No driver has been allocated to my request.,Customer,5,15:10:10,,,5,15:11:24,5,-1.3034506,36.8777235,OnDemAND
Business,10420,Bike,Express,desktop,My order is not ready.,Customer,5,8:53:05,5,8:54:11,5,9:05:09,17,-1.2959350,36.7868054,OnDemAND
Personal,,Bike,Express,android,No Partner,Staff,5,0:00:04,,,5,3:00:00,0,-1.3039066,36.7774423,OnDemAND
Business,23092,Bike,Express,desktop,No driver has been allocated to my request.,Customer,5,15:55:30,5,15:59:43,5,16:55:12,3,-1.3059741,36.7875612,OnDemAND
Personal,,Bike,Standard,android,The driver is too far away.,Customer,5,13:33:07,,,5,13:35:51,9,-1.3245940,36.7751632,OnDemAND
Personal,,Bike,Standard,android,I placed the wrong locations.,Customer,5,12:42:32,5,13:01:56,5,13:33:47,6,-1.3179490,36.8317731,OnDemAND
Personal,,Bike,Standard,android,The driver is too far away.,Customer,5,15:46:58,,,5,15:59:15,20,-1.2501091,36.8026010,OnDemAND
Business,60292,Bike,Standard,desktop,Customer error,Staff,5,13:22:44,,,5,20:43:41,20,-1.2817890,36.8243900,Scheduled
Business,25948,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,5,9:59:51,,,5,10:34:46,24,-1.3294055,36.7351632,OnDemAND
Business,17968,Bike,Express,desktop,My order is not ready.,Customer,5,14:53:51,5,14:55:10,5,16:04:14,15,-1.3056210,36.8316950,OnDemAND
Personal,,Bike,Standard,ios,I placed the wrong locations.,Customer,5,10:18:46,,,5,10:18:52,5,-1.2642414,36.7877080,OnDemAND
Personal,,Bike,Express,android,My order is not ready.,Customer,5,16:03:31,,,5,16:07:58,31,-1.4240083,36.9472303,OnDemAND
Business,40240,Bike,Standard,desktop,I placed the wrong locations.,Customer,5,13:10:36,,,5,13:11:59,12,-1.3206590,36.8655750,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,5,11:30:42,5,14:44:10,5,16:19:47,22,-1.3616560,36.7595500,OnDemAND
Personal,,Bike,Standard,ios,The driver is too far away.,Customer,5,11:38:05,5,14:44:10,5,15:14:52,11,-1.2254199,36.8256432,OnDemAND
Business,31576,Bike,Express,desktop,My order is not ready.,Customer,5,16:55:22,,,5,17:19:25,14,-1.3329885,36.8929920,OnDemAND
Business,40300,Bike,Express,desktop,No driver has been allocated to my request.,Customer,5,10:59:23,,,5,11:15:46,8,-1.2962960,36.7756780,OnDemAND
Personal,,Bike,Standard,android,I placed the wrong locations.,Customer,5,15:00:08,,,5,15:00:45,4,-1.2747534,36.7961346,OnDemAND
Personal,,Bike,Standard,android,I placed the wrong locations.,Customer,5,16:57:55,,,5,17:12:01,28,-1.2252518,36.8841525,OnDemAND
Business,40300,Bike,Express,desktop,My order is not ready.,Customer,5,13:20:29,,,5,13:20:39,8,-1.2940960,36.7791780,OnDemAND
Business,31576,Bike,Standard,desktop,I placed the wrong locations.,Customer,5,16:52:16,,,5,16:53:15,15,-1.3288885,36.8989920,OnDemAND
Personal,,Bike,Standard,android,No Partner,Staff,5,11:38:31,5,14:44:10,5,15:14:22,27,-1.3652832,36.7364275,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,5,11:44:09,,,5,11:51:43,16,-1.2226005,36.9027586,OnDemAND
Personal,,Bike,Standard,ios,I placed the wrong locations.,Customer,5,10:07:04,5,10:14:42,5,10:18:17,26,-1.2603801,36.7837625,OnDemAND
Personal,,Bike,Express,android,No driver has been allocated to my request.,Customer,5,7:26:14,,,5,7:32:35,15,-1.1989090,36.8397472,OnDemAND
Business,39448,Bike,Express,android,The driver is too far away.,Customer,5,15:28:15,,,5,15:29:57,15,-1.2656666,36.8049369,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,5,15:55:53,,,5,17:56:08,26,-1.3750585,36.9385131,OnDemAND
Personal,,Bike,Standard,ios,I placed the wrong locations.,Customer,5,16:09:30,,,5,16:12:44,12,-1.3097045,36.8386437,OnDemAND
Business,26944,Bike,Express,android,I placed the wrong locations.,Customer,5,15:29:25,5,15:31:50,5,16:01:46,9,-1.2610651,36.8235430,OnDemAND
Business,44464,Bike,Express,desktop,My order is not ready.,Customer,5,11:07:00,5,11:08:57,5,11:09:13,24,-1.3299347,36.8683362,OnDemAND
Business,22996,Bike,Express,desktop,I placed the wrong locations.,Customer,5,8:59:19,5,9:00:03,5,9:00:36,101,-1.3047097,36.7738221,OnDemAND
Personal,,Bike,Standard,android,No Partner,Staff,5,7:01:23,5,7:22:38,5,7:59:01,8,-1.2640652,36.8043396,OnDemAND
Business,30328,Bike,Express,desktop,I placed the wrong locations.,Customer,5,11:34:54,,,5,11:37:49,5,-1.2582229,36.7981263,OnDemAND
Business,44524,Bike,Express,desktop,My order is not ready.,Customer,5,9:45:56,5,9:46:24,5,9:46:46,14,-1.3115869,36.8467207,OnDemAND
Business,29236,Bike,Express,desktop,My order is not ready.,Customer,5,14:32:54,5,14:34:17,5,14:46:07,21,-1.3022062,36.8322410,OnDemAND
Business,60292,Bike,Standard,desktop,No Partner,Staff,5,13:07:51,,,5,20:35:24,21,-1.2856890,36.8283900,Scheduled
Business,31204,Bike,Express,desktop,No Partner,Staff,5,9:42:54,5,9:43:10,5,10:36:15,5,-1.2745390,36.7966230,OnDemAND
Personal,,Bike,Express,android,The driver is too far away.,Customer,5,12:46:03,5,13:01:48,5,13:56:29,6,-1.2859147,36.7865259,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,5,8:41:11,5,8:45:56,5,8:53:34,6,-1.2800859,36.8118002,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,5,15:33:13,,,5,15:38:20,14,-1.3512959,36.8982705,OnDemAND
Personal,,Bike,Express,ios,No Partner,Staff,5,14:37:51,5,15:52:46,5,16:34:05,6,-1.2753072,36.8255296,OnDemAND
Business,20680,Bike,Express,desktop,No Partner,Staff,5,13:09:52,5,13:22:19,5,13:34:31,29,-1.2276403,36.8828756,OnDemAND
Personal,,Bike,Express,ios,Customer error,Staff,5,11:31:18,5,11:39:33,5,16:07:47,18,-1.3365877,36.8807192,OnDemAND
Business,14992,Bike,Express,desktop,No driver has been allocated to my request.,Customer,5,13:22:27,5,13:23:10,5,13:30:01,9,-1.3059812,36.7827217,OnDemAND
Business,20680,Bike,Express,desktop,I placed the wrong locations.,Customer,5,15:46:09,,,5,15:46:22,6,-1.2846940,36.8218710,OnDemAND
Business,39448,Bike,Express,android,I placed the wrong locations.,Customer,5,15:22:17,,,5,15:22:57,15,-1.2581666,36.7988369,OnDemAND
Business,22996,Bike,Standard,android,I placed the wrong locations.,Customer,5,11:02:22,,,5,11:05:46,4,-1.2927826,36.7593807,OnDemAND
Personal,,Bike,Express,android,The driver is too far away.,Customer,5,9:09:27,5,9:09:41,5,9:25:12,12,-1.2633220,36.7769132,OnDemAND
Business,23728,Bike,Express,desktop,No Partner,Staff,5,16:27:55,5,16:44:39,5,17:19:15,18,-1.2572895,36.7892034,OnDemAND
Personal,,Bike,Standard,ios,No Partner,Staff,5,14:18:23,,,5,14:28:42,11,-1.3478381,36.8954187,OnDemAND
Business,39448,Bike,Express,android,I placed the wrong locations.,Customer,5,11:49:46,,,5,11:50:21,8,-1.2545666,36.8039369,OnDemAND
Business,33280,Bike,Express,desktop,My order is not ready.,Customer,5,13:38:38,,,5,13:38:57,11,-1.2717560,36.8104980,OnDemAND
Business,20680,Bike,Express,android,I placed the wrong locations.,Customer,5,16:31:38,5,16:46:19,5,17:02:52,7,-1.2875912,36.8749811,OnDemAND
Personal,,Bike,Express,ios,I placed the wrong locations.,Customer,5,10:26:36,,,5,10:28:09,12,-1.3209489,36.7884025,OnDemAND
Personal,,Bike,Standard,android,I placed the wrong locations.,Customer,5,12:16:02,,,5,12:18:43,22,-1.3135148,36.8041478,OnDemAND
