personal_or_business,business_number,vehicle_type,standard_or_express,platform,cancel_reason,cancelled_by,placement_day,placement_time,confirmation_day,confirmation_time,cancellation_day,cancellation_time,distance_(km),pickup_lat,pickup_long,scheduled
Business,29236.0,Bike,Express,desktop,My order is not ready.,Customer,6,11:15:06,6,,6,11:33:50,4,-1.3099869,36.8453207,OnDemAND
Business,22996.0,Bike,Express,desktop,No Partner,Staff,6,14:58:53,6,15:00:49,6,15:01:00,0,-1.3017097,36.773222100000005,OnDemAND
Personal,-1.0,Bike,Standard,android,My order is not ready.,Customer,6,19:14:05,6,,6,19:22:31,17,-1.3159549,36.7925342,OnDemAND
Personal,-1.0,Bike,Standard,android,I placed the wrong locations.,Customer,6,21:29:10,6,,6,21:29:23,13,-1.2616898,36.8694139,OnDemAND
Business,20680.0,Bike,Express,desktop,I placed the wrong locations.,Customer,6,14:40:57,6,14:41:59,6,14:47:58,18,-1.2585958000000002,36.803513099999996,OnDemAND
Personal,-1.0,Bike,Express,android,The driver is too far away.,Customer,6,10:57:05,6,11:14:02,6,11:17:56,6,-1.2782930000000001,36.8257697,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,6,16:20:52,6,,6,16:29:52,5,-1.2869438999999998,36.763321399999995,OnDemAND
Personal,-1.0,Bike,Express,android,The driver is too far away.,Customer,6,17:04:31,6,17:06:13,6,17:06:57,1731,-1.2628571000000002,36.7855547,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,7,21:45:13,7,,7,03:00:00,0,-1.3354903999999999,36.8694943,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,6,12:48:47,6,,6,12:53:05,13,-1.2599302,36.769350200000005,OnDemAND
Business,29236.0,Bike,Express,desktop,I placed the wrong locations.,Customer,6,11:01:25,6,,6,11:14:47,4,-1.3107868999999999,36.846920700000005,OnDemAND
Business,50404.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,6,14:49:18,6,,6,15:01:51,25,-1.3163332,36.699352000000005,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,6,11:01:02,6,11:15:46,6,12:03:25,0,-1.3353903999999999,36.876194299999995,OnDemAND
Business,42556.0,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,6,11:50:31,6,,6,11:51:49,25,-1.3730485000000001,36.937292299999996,OnDemAND
Business,39448.0,Bike,Standard,android,I placed the wrong locations.,Customer,6,08:34:10,6,,6,08:35:32,22,-1.2352541000000001,36.8809505,OnDemAND
Personal,-1.0,Bike,Standard,android,The driver is too far away.,Customer,6,10:39:43,6,,6,12:04:33,4,-1.2997264,36.8207123,OnDemAND
Business,40300.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,6,10:39:43,6,,6,10:40:01,8,-1.301843,36.834409,OnDemAND
Personal,-1.0,Bike,Express,android,I placed the wrong locations.,Customer,6,09:38:10,6,09:38:19,6,09:39:14,15,-1.272937,36.7775984,OnDemAND
Business,40300.0,Bike,Express,desktop,No Partner,Staff,6,09:27:39,6,09:27:54,6,15:41:44,13,-1.305196,36.774478,Scheduled
Business,32692.0,Bike,Express,API,No Partner,Staff,7,15:37:35,7,15:49:28,7,03:00:00,0,-1.3303904,36.874294299999995,OnDemAND
Personal,-1.0,Bike,Standard,desktop,No Partner,Staff,7,18:13:34,7,22:05:31,7,09:23:57,12,-1.2971866,36.7419196,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,6,15:39:03,6,16:02:11,6,16:06:29,0,-1.3252903999999999,36.870894299999996,OnDemAND
Personal,-1.0,Bike,Standard,android,No Partner,Staff,7,17:35:18,7,,7,03:00:00,20,-1.2665058,36.8104903,OnDemAND
Personal,-1.0,Bike,Express,ios,No Partner,Staff,6,17:48:52,6,18:05:44,6,18:15:21,15,-1.2038427999999999,36.8326106,OnDemAND
Personal,-1.0,Bike,Standard,ios,My order is not ready.,Customer,6,13:26:04,6,17:26:40,6,18:11:33,12,-1.3168421000000001,36.8214624,OnDemAND
Personal,-1.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,6,09:55:13,6,09:55:38,6,09:55:53,23,-1.3347058,36.683148200000005,OnDemAND
Personal,-1.0,Bike,Express,android,My order is not ready.,Customer,6,13:36:35,6,,6,13:38:39,35,-1.4817973999999998,36.9601154,OnDemAND
Personal,-1.0,Bike,Express,android,I placed the wrong locations.,Customer,6,12:18:23,6,,6,12:18:43,14,-1.293391,36.831235,OnDemAND
Business,32692.0,Bike,Express,API,Customer error,Staff,6,03:29:20,6,,6,12:57:11,0,-1.3258903999999998,36.871894299999994,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,6,07:27:04,6,08:42:20,6,11:45:52,0,-1.3252903999999999,36.8762943,OnDemAND
Personal,-1.0,Bike,Standard,android,My order is not ready.,Customer,6,10:53:09,6,,6,10:58:33,18,-1.3390686,36.9175553,OnDemAND
Business,39448.0,Bike,Standard,android,I placed the wrong locations.,Customer,6,08:42:31,6,,6,08:43:44,16,-1.214898,36.8207931,OnDemAND
Personal,-1.0,Bike,Standard,android,No Partner,Staff,7,17:23:02,7,,7,03:00:00,33,-1.2304348,36.9146704,OnDemAND
Personal,-1.0,Bike,Express,ios,No Partner,Staff,1,17:51:46,1,18:08:32,1,08:23:28,17,-1.1990428,36.8341106,OnDemAND
Personal,-1.0,Bike,Express,ios,The driver is too far away.,Customer,6,13:01:34,6,13:02:49,6,13:33:51,17,-1.2956236,36.7608152,OnDemAND
Personal,-1.0,Bike,Standard,ios,No Partner,Staff,7,11:33:15,7,,7,03:00:01,19,-1.3295642,36.8625766,OnDemAND
Business,32692.0,Bike,Express,API,Delay,Staff,6,03:10:28,6,,6,12:57:01,0,-1.3335903999999998,36.8683943,OnDemAND
Personal,-1.0,Bike,Express,android,I placed the wrong locations.,Customer,6,21:07:34,6,,6,21:07:56,35,-1.2002334,36.9166324,OnDemAND
Business,45844.0,Bike,Express,desktop,I placed the wrong locations.,Customer,6,13:07:18,6,,6,13:07:45,10,-1.2864665000000002,36.78371129999999,OnDemAND
Personal,-1.0,Bike,Express,android,I placed the wrong locations.,Customer,6,18:49:36,6,,6,18:50:36,4,-1.2214928999999999,36.8433924,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,6,09:45:17,6,,6,09:48:07,13,-1.337217,36.780072,OnDemAND
Business,32692.0,Bike,Express,API,Customer error,Staff,6,04:41:35,6,,6,12:58:18,0,-1.3328904,36.8657943,OnDemAND
Personal,-1.0,Bike,Express,android,I placed the wrong locations.,Customer,6,09:25:18,6,09:25:36,6,09:26:21,15,-1.276337,36.7785984,OnDemAND
Business,39448.0,Bike,Standard,android,I placed the wrong locations.,Customer,6,09:04:12,6,,6,09:06:31,16,-1.2194658999999999,36.81984370000001,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,6,02:37:30,6,,6,03:00:00,0,-1.3255903999999998,36.875794299999995,OnDemAND
Business,17968.0,Bike,Express,desktop,My order is not ready.,Customer,6,10:01:08,6,,6,10:21:39,6,-1.299521,36.836395,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,6,18:51:59,6,,6,18:57:59,0,-1.3257903999999998,36.874294299999995,OnDemAND
Personal,-1.0,Bike,Standard,android,The driver is too far away.,Customer,6,11:47:47,6,,6,11:54:47,18,-1.2199053,36.9082881,OnDemAND
Business,39448.0,Bike,Standard,android,I placed the wrong locations.,Customer,6,08:36:42,6,,6,08:38:35,18,-1.2419719,36.8822276,OnDemAND
Personal,-1.0,Bike,Standard,android,I placed the wrong locations.,Customer,6,16:30:06,6,,6,16:30:13,10,-1.2444131999999999,36.7318788,OnDemAND
Personal,-1.0,Bike,Standard,android,No Partner,Staff,7,12:25:26,7,,7,03:00:01,18,-1.3567272,36.935484499999994,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,6,18:51:55,6,,6,18:58:07,0,-1.3306904,36.873894299999996,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,6,18:51:55,6,,6,18:58:18,0,-1.3352903999999999,36.8661943,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,6,01:43:35,6,,6,03:00:00,0,-1.3264904,36.8661943,OnDemAND
Business,32692.0,Bike,Express,API,Customer error,Staff,6,05:11:06,6,,6,12:58:29,0,-1.3342903999999998,36.8737943,OnDemAND
Business,39448.0,Bike,Standard,android,I placed the wrong locations.,Customer,6,08:39:31,6,,6,08:41:58,18,-1.2095345,36.775518,OnDemAND
Personal,-1.0,Bike,Standard,android,My order is not ready.,Customer,6,09:51:04,6,,6,09:56:20,24,-1.2648504999999999,36.807181,OnDemAND
Business,20680.0,Bike,Express,desktop,I placed the wrong locations.,Customer,6,17:43:55,6,17:45:58,6,17:57:42,10,-1.294931,36.763377,OnDemAND
Personal,-1.0,Bike,Standard,android,No Partner,Staff,6,17:25:10,6,,6,17:36:40,10,-1.2643091,36.7965552,OnDemAND
Personal,-1.0,Bike,Express,ios,The driver is too far away.,Customer,6,09:31:34,6,09:48:03,6,09:55:26,21,-1.173486,36.700614,OnDemAND
Personal,-1.0,Bike,Standard,desktop,No Partner,Staff,7,17:27:51,7,,7,03:00:00,12,-1.2989866,36.7450196,OnDemAND
Personal,-1.0,Bike,Express,android,No driver has been allocated to my request.,Customer,6,17:51:58,6,,6,17:54:00,0,-1.2770465,36.8184074,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,6,17:02:58,6,17:30:27,6,18:18:52,0,-1.3256903999999998,36.8672943,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,7,20:36:40,7,,7,03:00:00,0,-1.3278903999999998,36.874694299999994,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,6,02:51:33,6,,6,03:00:00,0,-1.3313903999999999,36.8752943,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,6,04:41:35,6,07:09:35,6,11:45:45,0,-1.3298903999999998,36.8677943,OnDemAND
Business,29068.0,Bike,Standard,API,No Partner,Staff,7,09:49:43,7,,7,03:00:01,15,-1.3669280000000001,36.788115000000005,OnDemAND
Business,45844.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,6,12:06:57,6,13:02:40,6,13:06:00,10,-1.2774665,36.7776113,OnDemAND
Personal,-1.0,Bike,Express,ios,No driver has been allocated to my request.,Customer,6,09:41:45,6,09:57:31,6,10:35:39,16,-1.187827,36.955199,OnDemAND
Personal,-1.0,Bike,Express,desktop,My order is not ready.,Customer,6,18:33:40,6,18:33:48,6,18:56:39,13,-1.3401566999999999,36.6654035,OnDemAND
Personal,-1.0,Bike,Express,android,Customer error,Staff,6,13:29:13,6,13:29:32,6,13:54:25,17,-1.2606870000000001,36.804891,OnDemAND
Personal,-1.0,Bike,Standard,ios,No Partner,Staff,6,10:35:30,6,10:56:44,6,11:21:00,12,-1.2199223999999997,36.7956376,OnDemAND
Business,40300.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,6,17:34:02,6,,6,17:42:49,11,-1.235811,36.874376,OnDemAND
Personal,-1.0,Bike,Standard,android,No Partner,Staff,7,20:05:35,7,20:30:50,7,11:23:36,5,-1.301734,36.756024,OnDemAND
Personal,-1.0,Bike,Standard,android,Customer error,Staff,6,13:29:38,6,15:52:36,6,15:56:36,18,-1.1899082,36.9042609,OnDemAND
Personal,-1.0,Bike,Express,ios,My order is not ready.,Customer,6,12:14:34,6,,6,12:14:51,7,-1.3205716,36.8404371,OnDemAND
Personal,-1.0,Bike,Express,ios,No Partner,Staff,7,13:56:50,7,13:57:44,7,16:05:57,18,-1.3149892,36.8144279,OnDemAND
Business,39448.0,Bike,Express,android,I placed the wrong locations.,Customer,6,10:23:50,6,10:24:06,6,10:25:38,12,-1.2786321000000003,36.772588,OnDemAND
Personal,-1.0,Bike,Express,ios,My order is not ready.,Customer,6,14:25:28,6,14:27:10,6,14:34:14,11,-1.3100184,36.8912071,OnDemAND
Business,29236.0,Bike,Express,desktop,No Partner,Staff,6,11:47:38,6,12:02:31,6,12:59:51,8,-1.3238113,36.8357563,OnDemAND
Business,17968.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,6,10:55:46,6,10:56:30,6,12:08:07,6,-1.3006209999999998,36.833695,OnDemAND
Personal,-1.0,Bike,Express,android,I placed the wrong locations.,Customer,6,15:46:47,6,15:47:35,6,17:14:57,4,-1.287353,36.828891999999996,OnDemAND
Personal,-1.0,Bike,Standard,android,My order is not ready.,Customer,6,17:32:41,6,,6,17:32:51,19,-1.3244774,36.858354999999996,OnDemAND
Business,17968.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,6,12:39:49,6,,6,12:50:56,5,-1.2986209999999998,36.826295,OnDemAND
Personal,-1.0,Bike,Standard,ios,No driver has been allocated to my request.,Customer,6,14:19:30,6,,6,14:24:07,8,-1.2958198,36.861443,OnDemAND
Business,20680.0,Bike,Standard,desktop,No Partner,Staff,6,17:32:21,6,,6,17:58:27,17,-1.2535888000000002,36.7850732,OnDemAND
Business,39448.0,Bike,Express,android,I placed the wrong locations.,Customer,6,10:26:09,6,10:26:20,6,10:27:16,12,-1.2837321000000002,36.769088,OnDemAND
Business,33280.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,6,11:42:59,6,,6,12:05:54,7,-1.266156,36.803798,OnDemAND
Personal,-1.0,Bike,Express,ios,I placed the wrong locations.,Customer,6,18:32:59,6,18:38:51,6,18:47:32,8,-1.289351,36.8236518,OnDemAND
Personal,-1.0,Bike,Express,android,My order is not ready.,Customer,6,15:45:59,6,,6,15:46:13,4,-1.2797530000000001,36.826992,OnDemAND
Personal,-1.0,Bike,Standard,desktop,The driver is too far away.,Customer,6,17:14:02,6,,6,17:32:21,6,-1.2967817,36.7624866,OnDemAND
Business,20680.0,Bike,Standard,desktop,No Partner,Staff,6,17:31:50,6,,6,17:58:13,17,-1.2551888,36.7838732,OnDemAND
Business,29236.0,Bike,Standard,desktop,No Partner,Staff,6,11:54:04,6,,6,11:59:20,15,-1.299978,36.752684499999994,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,6,09:24:57,6,,6,09:27:15,9,-1.2690316000000001,36.7883222,OnDemAND
Personal,-1.0,Bike,Standard,ios,The driver is too far away.,Customer,6,12:20:49,6,,6,12:23:18,7,-1.3226716,36.8400371,OnDemAND
Business,40300.0,Bike,Express,desktop,My order is not ready.,Customer,6,09:31:31,6,,6,11:36:26,7,-1.2812848999999997,36.8238445,OnDemAND
Personal,-1.0,Bike,Standard,ios,No driver has been allocated to my request.,Customer,6,14:49:23,6,,6,14:58:43,4,-1.2817236,36.7921196,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,6,17:22:07,6,,6,17:24:16,7,-1.3165098999999998,36.8390312,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,6,09:26:31,6,,6,09:35:19,13,-1.2464601999999998,36.857167,OnDemAND
Business,20680.0,Bike,Express,desktop,No Partner,Staff,1,15:50:55,1,09:53:56,1,10:03:58,8,-1.2596895000000001,36.7878034,Scheduled
Business,32692.0,Bike,Express,API,No Partner,Staff,6,09:01:18,6,09:03:54,6,09:15:56,0,-1.3326904,36.871494299999995,OnDemAND
Personal,-1.0,Bike,Express,android,The driver is too far away.,Customer,6,17:13:03,6,17:17:23,6,18:17:05,7,-1.2761015,36.816332,OnDemAND
Personal,-1.0,Bike,Standard,android,No Partner,Staff,6,11:49:38,6,12:11:45,6,12:26:41,6,-1.2782053999999998,36.8430724,OnDemAND
Personal,-1.0,Bike,Standard,ios,No driver has been allocated to my request.,Customer,6,22:17:54,6,,6,22:20:41,7,-1.261818,36.8082635,OnDemAND
Business,29236.0,Bike,Express,desktop,My order is not ready.,Customer,6,10:11:37,6,10:11:48,6,10:16:41,14,-1.3214113,36.8309563,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,6,11:12:10,6,,6,11:15:45,5,-1.2629626,36.8089645,OnDemAND
Personal,-1.0,Bike,Standard,desktop,No Partner,Staff,6,12:44:20,6,,6,12:44:38,0,-1.2978969999999999,36.7726525,OnDemAND
Personal,-1.0,Bike,Standard,android,My order is not ready.,Customer,6,05:04:48,6,06:46:26,6,07:11:03,16,-1.2679568,36.8007953,OnDemAND
Business,20680.0,Bike,Express,android,I placed the wrong locations.,Customer,6,09:06:10,6,,6,09:06:27,1,-1.2923707,36.753243,OnDemAND
Personal,-1.0,Bike,Standard,android,The driver is too far away.,Customer,6,13:21:17,6,,6,13:21:31,11,-1.3191001,36.836655900000004,OnDemAND
Personal,-1.0,Bike,Express,ios,I placed the wrong locations.,Customer,6,15:27:25,6,15:43:20,6,16:37:07,14,-1.3638436,36.7408158,OnDemAND
Personal,-1.0,Bike,Standard,android,My order is not ready.,Customer,6,12:06:36,6,,6,12:06:47,16,-1.3000226000000001,36.814352500000005,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,6,12:27:26,6,12:29:10,6,13:12:12,0,-1.3283904,36.872594299999996,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,6,13:19:17,6,13:29:47,6,13:31:25,4,-1.3016708000000001,36.826950399999994,OnDemAND
Business,10780.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,6,19:58:33,6,20:01:16,6,20:05:16,4,-1.2638605,36.7972777,OnDemAND
Personal,-1.0,Bike,Standard,desktop,No Partner,Staff,7,14:44:30,7,,7,12:01:57,8,-1.2612044,36.791171899999995,Scheduled
Personal,-1.0,Bike,Express,ios,No Partner,Staff,6,01:05:02,6,,6,03:00:00,4,-1.260429,36.799499,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,6,13:25:17,6,13:57:25,6,14:30:19,0,-1.3237903999999998,36.8660943,OnDemAND
Personal,-1.0,Bike,Express,ios,The driver is too far away.,Customer,6,09:48:31,6,09:49:39,6,09:52:15,4,-1.2824833999999998,36.8111815,OnDemAND
Personal,-1.0,Bike,Standard,android,I placed the wrong locations.,Customer,6,08:39:03,6,,6,08:39:10,14,-1.3126676000000002,36.7346926,OnDemAND
Personal,-1.0,Bike,Standard,ios,My order is not ready.,Customer,6,14:55:36,6,15:15:39,6,15:35:45,9,-1.2838798,36.8493936,OnDemAND
Personal,-1.0,Bike,Standard,android,Customer error,Staff,1,19:50:16,1,20:58:48,1,09:48:56,6,-1.3165551000000002,36.8185701,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,7,22:41:55,7,,7,06:33:09,22,-1.2981768999999999,36.74955739999999,Scheduled
Business,32692.0,Bike,Express,API,Customer error,Staff,6,12:27:43,6,,6,12:33:48,0,-1.3290904,36.8679943,OnDemAND
Personal,-1.0,Bike,Express,android,No driver has been allocated to my request.,Customer,6,20:30:03,6,,6,20:30:53,11,-1.2816331,36.83019470000001,OnDemAND
Personal,-1.0,Bike,Express,android,No driver has been allocated to my request.,Customer,6,20:22:07,6,,6,20:28:54,11,-1.2882331,36.830794700000006,OnDemAND
Personal,-1.0,Bike,Express,android,The driver is too far away.,Customer,6,12:12:43,6,,6,12:12:51,3,-1.3160479999999999,36.824999,OnDemAND
Personal,-1.0,Bike,Express,ios,I placed the wrong locations.,Customer,6,18:21:09,6,18:24:08,6,20:11:24,4,-1.2846829,36.8305469,OnDemAND
Personal,-1.0,Bike,Express,android,I placed the wrong locations.,Customer,6,15:06:36,6,,6,15:06:50,9,-1.3071781999999998,36.8254528,OnDemAND
Business,40300.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,6,13:38:29,6,,6,14:52:09,6,-1.308643,36.831709000000004,OnDemAND
Business,16876.0,Bike,Standard,desktop,The driver is too far away.,Customer,6,14:50:31,6,,6,15:03:31,9,-1.2519931,36.80110870000001,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,6,17:29:29,6,17:45:01,6,18:18:04,19,-1.3222028000000001,36.8785571,OnDemAND
Business,10780.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,6,20:05:44,6,,6,20:40:01,4,-1.2632605,36.8047777,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,6,13:20:52,6,,6,13:23:40,0,-1.3350904,36.8700943,OnDemAND
Business,40300.0,Bike,Express,desktop,My order is not ready.,Customer,6,12:32:13,6,,6,12:33:40,6,-1.2638280000000002,36.816408,OnDemAND
Personal,-1.0,Bike,Express,android,My order is not ready.,Customer,6,13:54:43,6,,6,13:58:23,29,-1.1593917999999999,36.927028299999996,OnDemAND
Personal,-1.0,Bike,Standard,ios,No driver has been allocated to my request.,Customer,6,14:44:46,6,,6,14:47:19,16,-1.3050680000000001,36.784184,OnDemAND
Business,17968.0,Bike,Standard,desktop,Customer error,Staff,6,10:41:27,6,,6,11:09:57,12,-1.2640551000000002,36.8755547,OnDemAND
Business,10780.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,6,19:10:16,6,,6,19:57:38,6,-1.2592605,36.8062777,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,6,13:05:18,6,,6,13:12:33,0,-1.3301903999999998,36.867194299999994,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,6,13:20:38,6,13:21:53,6,13:23:29,0,-1.3333903999999999,36.8705943,OnDemAND
Business,26584.0,Bike,Express,desktop,No Partner,Staff,6,07:23:04,6,,6,07:45:13,8,-1.3052464,36.79724279999999,OnDemAND
Personal,-1.0,Bike,Express,ios,I placed the wrong locations.,Customer,6,11:07:56,6,11:08:41,6,11:23:02,7,-1.2606905000000002,36.8344805,OnDemAND
Personal,-1.0,Bike,Standard,ios,No driver has been allocated to my request.,Customer,6,14:38:33,6,,6,14:44:19,16,-1.301668,36.786584000000005,OnDemAND
Personal,-1.0,Bike,Standard,android,The driver is too far away.,Customer,6,14:05:53,6,14:30:42,6,16:13:36,20,-1.2776971000000001,36.844703100000004,OnDemAND
Personal,-1.0,Bike,Express,android,I placed the wrong locations.,Customer,6,11:20:48,6,11:20:56,6,11:21:13,17,-1.238211,36.7928424,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,6,12:34:48,6,,6,12:41:32,8,-1.309192,36.735857,OnDemAND
Personal,-1.0,Bike,Standard,android,My order is not ready.,Customer,6,12:22:36,6,,6,12:33:25,8,-1.311792,36.734757,OnDemAND
Business,40300.0,Bike,Express,android,I placed the wrong locations.,Customer,6,13:20:15,6,13:20:46,6,13:43:46,5,-1.3035430000000001,36.823709,OnDemAND
Personal,-1.0,Bike,Express,android,My order is not ready.,Customer,6,12:57:48,6,12:57:57,6,12:59:14,7,-1.3272614999999999,36.7033323,OnDemAND
Business,29236.0,Bike,Express,desktop,My order is not ready.,Customer,6,12:41:16,6,12:41:58,6,12:44:56,5,-1.3074062,36.825841,OnDemAND
Personal,-1.0,Bike,Standard,android,The driver is too far away.,Customer,6,19:54:46,6,,6,20:25:14,6,-1.3102551000000002,36.8220701,OnDemAND
Business,29068.0,Bike,Standard,API,Delay,Staff,1,14:37:36,1,16:50:51,1,09:52:51,5,-1.288989,36.83119,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,6,05:45:35,6,,6,08:23:27,11,-1.2731568000000002,36.8021953,OnDemAND
Business,11776.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,6,16:30:34,6,,6,16:50:20,17,-1.2833583,36.78890139999999,OnDemAND
Personal,-1.0,Bike,Express,android,No driver has been allocated to my request.,Customer,6,12:44:42,6,,6,13:16:58,11,-1.2581589,36.8090021,OnDemAND
Personal,-1.0,Bike,Express,android,No driver has been allocated to my request.,Customer,6,16:05:43,6,,6,16:16:00,7,-1.2766353000000001,36.8156401,OnDemAND
Personal,-1.0,Bike,Express,ios,No driver has been allocated to my request.,Customer,6,12:24:35,6,,6,12:37:39,21,-1.3496656999999999,36.9014653,OnDemAND
Personal,-1.0,Bike,Express,ios,I placed the wrong locations.,Customer,6,13:33:06,6,,6,14:06:31,4,-1.2854871,36.8220834,OnDemAND
Personal,-1.0,Bike,Express,ios,No driver has been allocated to my request.,Customer,6,11:19:14,6,,6,11:58:35,15,-1.2179006,36.8900865,OnDemAND
Personal,-1.0,Bike,Express,android,I placed the wrong locations.,Customer,6,11:14:19,6,,6,11:14:48,9,-1.2845356,36.8231884,OnDemAND
Business,29236.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,6,11:22:29,6,,6,11:41:58,8,-1.2983062,36.827341,OnDemAND
Business,20680.0,Bike,Express,android,My order is not ready.,Customer,6,07:58:11,6,,6,08:42:57,57,-1.2672745,36.7180768,OnDemAND
Personal,-1.0,Bike,Express,ios,No Partner,Staff,6,12:04:17,6,13:15:25,6,14:24:47,12,-1.3433502,36.7672405,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,6,18:59:40,6,,6,19:01:25,15,-1.3145148000000002,36.80064779999999,OnDemAND
Business,40300.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,6,12:32:38,6,,6,13:03:35,14,-1.275328,36.816608,OnDemAND
Personal,-1.0,Bike,Express,android,My order is not ready.,Customer,6,13:57:26,6,,6,13:57:37,28,-1.3544378000000001,36.9388184,OnDemAND
Business,49120.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,6,14:22:21,6,14:33:49,6,14:37:04,8,-1.2933461000000002,36.7594381,OnDemAND
Personal,-1.0,Bike,Standard,ios,The driver is too far away.,Customer,6,16:29:11,6,,6,16:49:57,25,-1.3012461000000002,36.7627381,OnDemAND
Business,40300.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,6,13:54:26,6,,6,14:38:02,18,-1.291215,36.905607,OnDemAND
Personal,-1.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,6,11:12:20,6,,6,11:57:22,8,-1.25987,36.779,OnDemAND
Personal,-1.0,Bike,Express,android,I placed the wrong locations.,Customer,6,17:40:03,6,,6,17:41:43,13,-1.2285834999999998,36.8836468,OnDemAND
Business,29068.0,Bike,Standard,API,No Partner,Staff,7,15:47:47,7,,7,03:00:01,14,-1.290289,36.82459,OnDemAND
Personal,-1.0,Bike,Express,android,No driver has been allocated to my request.,Customer,6,12:30:33,6,,6,12:53:26,4,-1.2944272,36.766219799999995,OnDemAND
Personal,-1.0,Bike,Express,ios,No driver has been allocated to my request.,Customer,6,06:43:44,6,,6,07:16:07,8,-1.2807001,36.791887,OnDemAND
Business,20680.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,6,17:29:22,6,,6,18:03:38,21,-1.3031008,36.756968,OnDemAND
Personal,-1.0,Bike,Express,android,No driver has been allocated to my request.,Customer,6,17:50:34,6,,6,17:51:48,13,-1.2342834999999999,36.8758468,OnDemAND
Personal,-1.0,Bike,Express,android,No driver has been allocated to my request.,Customer,6,12:36:04,6,,6,12:50:51,8,-1.3102381,36.8128659,OnDemAND
Personal,-1.0,Bike,Express,ios,No driver has been allocated to my request.,Customer,6,16:51:35,6,,6,17:41:26,25,-1.2923461,36.7647381,OnDemAND
Personal,-1.0,Bike,Express,android,No driver has been allocated to my request.,Customer,6,16:23:44,6,,6,16:31:38,6,-1.2860603000000002,36.8239283,OnDemAND
Personal,-1.0,Bike,Express,android,The driver is too far away.,Customer,6,10:00:10,6,,6,10:02:29,155,-1.3401809999999998,36.677232000000004,OnDemAND
Personal,-1.0,Bike,Standard,ios,No driver has been allocated to my request.,Customer,6,15:57:36,6,,6,16:46:05,13,-1.2452733999999999,36.846114899999996,OnDemAND
Personal,-1.0,Bike,Express,ios,No driver has been allocated to my request.,Customer,6,08:48:46,6,,6,09:36:57,14,-1.3257197,36.8456724,OnDemAND
